
 Lista de Imóveis da Caixa;;Data de geração:;14/08/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8787709146748 ;MG ;BELO HORIZONTE ;GOIANIA ;RUA MARIA ALEIXA DE ABREU, N. 109, Apto 608, BLOCO A VG 38 ;370.000,00;370.000,00;0.00;Não;Apartamento, 111.94 de área total, 48.73 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709146748
 1444401589792 ;MG ;BELO HORIZONTE ;DOM CABRAL ;RUA IMBIACA, N. 803, Apto 102, 1 PAV ;247.000,00;247.000,00;0.00;Não;Apartamento, 57.80 de área total, 44.36 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444401589792
 10307849 ;MG ;BELO HORIZONTE ;PRADO ;AVENIDA DO CONTORNO, N. 9215, SL 101 ;165.118,00;165.118,00;0.00;Não;Sala, 0.00 de área total, 26.17 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10307849
 10307853 ;MG ;BELO HORIZONTE ;PRADO ;AVENIDA DO CONTORNO, N. 9215, SL 102 ;166.270,00;166.270,00;0.00;Não;Sala, 0.00 de área total, 26.71 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10307853
 10307854 ;MG ;BELO HORIZONTE ;PRADO ;AVENIDA DO CONTORNO, N. 9215, SL 103 ;149.106,00;149.106,00;0.00;Não;Sala, 0.00 de área total, 21.58 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10307854
 8787711902228 ;MG ;BELO HORIZONTE ;JARDIM GUANABARA ;RUA ANA DIAS DUARTE, N. 140, Apto 1204, BL 02 ;300.000,00;300.000,00;0.00;Não;Apartamento, 88.19 de área total, 46.14 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711902228
 8415700006890 ;MG ;BELO HORIZONTE ;RENASCENCA ;RUA DELFINOPOLIS, N. 138, Apto 105, ;285.000,00;285.000,00;0.00;Não;Apartamento, 83.73 de área total, 52.62 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8415700006890
 1555518201354 ;MG ;BELO HORIZONTE ;SANTA MONICA ;RUA DOS XAVANTES, N. 255, CS04  LT 07 E 08  QUARTEIRÃO 57 ;282.000,00;282.000,00;0.00;Não;Casa, 44.49 de área total, 44.49 de área privativa, 92.78 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555518201354
 1555527431456 ;MG ;BELO HORIZONTE ;SANTA MONICA ;RUA DOS BOROROS, N. 105, Apto 501, BL 03 VG 29 ;322.500,00;322.500,00;0.00;Não;Apartamento, 101.11 de área total, 41.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555527431456
 8787711963979 ;MG ;BELO HORIZONTE ;VENDA NOVA ;RUA ROSA ZANDONA, N. 194, Apto 706, BL 02 TORRE 02 VG 92 ;255.000,00;255.000,00;0.00;Não;Apartamento, 81.11 de área total, 44.90 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711963979
 8166700024002 ;MG ;BELO HORIZONTE ;URUCUIA ;RUA BARAO DO MONTE ALTO, N. 960, Apto 307, BL 04 ;200.000,00;200.000,00;0.00;Não;Apartamento, 54.10 de área total, 54.10 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8166700024002
 1444400055085 ;MG ;BELO HORIZONTE ;COLEGIO BATISTA ;RUA CAPUTIRA, N. 31, Apto 302, ;270.000,00;270.000,00;0.00;Não;Apartamento, 0.00 de área total, 71.49 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444400055085
 8787708753080 ;MG ;BELO HORIZONTE ;MARIA TERESA ;RUA PADRE ARGEMIRO MOREIRA, N. 11810, Apto 202, BL 07 ;250.000,00;250.000,00;0.00;Não;Apartamento, 73.00 de área total, 55.58 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708753080
 1787701870430 ;MG ;BELO HORIZONTE ;PALMEIRAS ;RUA SENHORA DO PORTO, N. 1330, Apto 703, BLOCO 02 VGS 461 462 ;413.795,90;408.000,00;0.00;Não;Apartamento, 143.81 de área total, 67.40 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701870430
 1787702687354 ;MG ;BELO HORIZONTE ;PLANALTO ;RUA JOAO FERNANDES DE OLIVEIRA, N. 260, Apto 505, BL A VG 29 4 PAV ;297.209,59;293.000,00;0.00;Não;Apartamento, 118.22 de área total, 46.96 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787702687354
 1787701842712 ;MG ;BELO HORIZONTE ;Diamante ;RUA ANTONIO ALVES, N. 300, Apto 802, BLOCO 04 8º PAVIMENTO ;347.280,00;336.762,43;0.00;Não;Apartamento, 121.08 de área total, 51.96 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701842712
 8444436012597 ;MG ;BELO HORIZONTE ;SOLAR DO BARREIRO (BARREIRO) ;RUA BRUNO FELIPE FERREIRA, N. 170, Apto 303, BL 04 ;160.601,82;155.000,00;0.00;Não;Apartamento, 90.13 de área total, 41.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444436012597
 8444412661900 ;MG ;BELO HORIZONTE ;SAO JOAO BATISTA (VENDA NOVA) ;RUA JOSE SANGUINETE, N. 69 E 79, Apto 404, BLOCO III TIPO G ;247.572,62;229.000,00;0.00;Não;Apartamento, 61.53 de área total, 61.53 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412661900
 8444419578790 ;MG ;BELO HORIZONTE ;VITORIA ;RUA NILZA BRITO, N. 51, Apto 308, BL 04 LT 09 QD 117 ;159.984,18;147.000,00;0.00;Não;Apartamento, 45.21 de área total, 45.21 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419578790
 8555537925107 ;MG ;BELO HORIZONTE ;SANTA AMELIA ;RUA COMENDADOR TEIXEIRA DA COSTA, N. 342, Apto 303, BL 14 ;231.118,15;210.000,00;0.00;Não;Apartamento, 52.62 de área total, 42.98 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537925107
 8787704045846 ;MG ;BELO HORIZONTE ;TREVO ;RUA CARLOS LACERDA, N. 941, Apto 202, BL 07 VG 111 LT 15 QD 40 ;238.717,53;215.000,00;0.00;Não;Apartamento, 100.12 de área total, 42.10 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704045846
 8787711385975 ;MG ;BELO HORIZONTE ;ENGENHO NOGUEIRA ;RUA VARGEM DA SERRA, N. 267, Apto 801, 8º PAVIMENTO BLOCO 1 ;306.090,00;275.000,00;0.00;Não;Apartamento, 113.31 de área total, 48.73 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711385975
 8787715400553 ;MG ;BELO HORIZONTE ;MARIA TERESA ;RUA FLOR DO CERRADO, N. 700, Apto 304, BL 10 ;180.164,16;160.000,00;0.00;Não;Apartamento, 52.51 de área total, 43.33 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715400553
 10307851 ;MG ;BELO HORIZONTE ;PRADO ;AVENIDA DO CONTORNO, N. 9215, SL 104 ;111.010,68;93.000,00;0.00;Não;Sala, 0.00 de área total, 21.88 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10307851
 8787719070370 ;MG ;BELO HORIZONTE ;MANTIQUEIRA ;RUA JORNALISTA PAULO HENEINE, N. 95, Apto 408, BL 01 ;325.832,06;270.000,00;0.00;Não;Apartamento, 88.58 de área total, 43.26 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719070370
 8555538144362 ;MG ;BELO HORIZONTE ;SAO GABRIEL ;RUA ANA PEREIRA MENEZES, N. 207, Apto 301, 3º PAVIMENTO BLOVO 08 ;209.113,36;171.000,00;0.00;Não;Apartamento, 54.01 de área total, 42.98 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538144362
 8787703115107 ;MG ;BELO HORIZONTE ;TREVO ;RUA CARLOS LACERDA, N. 941, Apto 202, BL 02 VG 61 LT 15 QD 40 ;238.717,53;192.000,00;0.00;Não;Apartamento, 100.12 de área total, 42.10 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703115107
 1787702274017 ;MG ;BELO HORIZONTE ;MANTIQUEIRA ;RUA JORNALISTA PAULO HENEINE, N. 95, Apto 808, BLOCO 01 ;325.832,06;260.000,00;0.00;Não;Apartamento, 88.58 de área total, 43.26 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787702274017
 1444424127906 ;MG ;BELO HORIZONTE ;SANTA AMELIA ;RUA INACIO MURTA, N. 25, LT 03 QUART 84  CS 01 ;1.004.142,13;792.000,00;0.00;Não;Casa, 102.90 de área total, 102.90 de área privativa, 180.70 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444424127906
 8787717435958 ;MG ;BELO HORIZONTE ;MANTIQUEIRA ;RUA JORNALISTA PAULO HENEINE, N. 95, Apto 707, BL 01 ;340.095,74;267.200,00;0.00;Não;Apartamento, 92.07 de área total, 45.22 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717435958
 8787718344140 ;MG ;BELO HORIZONTE ;MANTIQUEIRA ;RUA JORNALISTA PAULO HENEINE, N. 95, Apto 1403, BL 01 ;340.095,74;265.000,00;0.00;Não;Apartamento, 92.07 de área total, 45.22 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s).;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718344140
 1787702460210 ;MG ;BELO HORIZONTE ;MANTIQUEIRA ;RUA JORNALISTA PAULO HENEINE, N. 95, Apto 1108, LT 01 QUART 171  BL 01  VG 62 ;325.832,06;250.000,00;0.00;Não;Apartamento, 88.58 de área total, 43.26 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787702460210
 8444438511000 ;MG ;BELO HORIZONTE ;PIRATININGA ;RUA ELISA, N. 270, Apto 301, LT 05 QUART 82  VG 04 ;364.050,72;272.000,00;0.00;Não;Apartamento, 92.23 de área total, 62.62 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), DCE, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444438511000
 8444436427940 ;MG ;BELO HORIZONTE ;JAQUELINE ;RUA JOAO GUSMAN, N. 10, Apto 104, BLOCO 01 ;241.146,60;175.000,00;0.00;Não;Apartamento, 0.00 de área total, 44.01 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444436427940
 1444411135069 ;MG ;BELO HORIZONTE ;RESID MONTE VILLE ;RUA ADELIA HILBERT TEIXEIRA, N. 1, Apto 901, TORRE 6 ;502.645,50;354.000,00;0.00;Não;Apartamento, 103.51 de área total, 103.51 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444411135069
 1555529559450 ;MG ;BELO HORIZONTE ;CANDELARIA ;RUA CORRETOR JUVENTINO, N. 71, Apto 404, BLOCO 01 ;343.948,76;240.000,00;0.00;Não;Apartamento, 67.31 de área total, 67.31 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555529559450
 1444400038334 ;MG ;BELO HORIZONTE ;CORACAO EUCARISTICO ;RUA PADRE PEDRO EVANGELISTA, N. 140, Apto 303, ;450.559,81;299.000,00;0.00;Não;Apartamento, 41.20 de área total, 41.20 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444400038334
 1444402635658 ;MG ;BELO HORIZONTE ;PIRATININGA ;RUA LINDOIA, N. 289, CASA 03 ;312.866,72;207.000,00;0.00;Não;Casa, 58.13 de área total, 119.62 de área privativa, 360.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444402635658
 1444403572978 ;MG ;BELO HORIZONTE ;SAO JOAO BATISTA (VENDA NOVA) ;RUA JOAO SAMAHA, N. 1385, Apto 501, BL 02 VG 54 E 142 ;800.179,98;345.000,00;0.00;Não;Apartamento, 156.82 de área total, 156.82 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha, Terraco, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444403572978
 1555533075933 ;MG ;BETIM ;INGA ;AVENIDA EDMEIA MATTOS LAZZAROTTI, N. 3895, LOTE 19, QUADRA 01 ;1.345.563,86;2.415.000,00;44.29;Não;Comercial, 0.00 de área total, 360.00 de área privativa, 360.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555533075933
 10222637 ;MG ;BETIM ;ICAIVERA ;RUA JAPU, N. SN, QD 80, LT 43 ;128.087,64;220.000,00;41.78;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 563.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10222637
 8444437832768 ;MG ;BETIM ;BOM RETIRO ;RUA PITANGUI, N. 263, Apto 102, BL 08 QD 56 ;87.819,45;150.000,00;41.46;Não;Apartamento, 47.16 de área total, 42.75 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444437832768
 8555534272803 ;MG ;BETIM ;VILA DAS FLORES ;AVENIDA QUATRO, N. 130, Apto 102, BL 07 ;88.283,86;150.793,23;41.46;Não;Apartamento, 0.00 de área total, 43.65 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555534272803
 8787712368802 ;MG ;BETIM ;ESTREITO ;AVENIDA ENGENHEIRO DARCY NOGUEIRA DO PIN, N. 2958, Apto 403, BL 08 VG 108 ;94.815,14;160.000,00;40.75;Não;Apartamento, 99.43 de área total, 52.34 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712368802
 8787707117414 ;MG ;BETIM ;PINGO D'AGUA ;RUA QUATRO, N. 98, Apto 304, BL 21 BOX 215 ;104.889,24;177.000,00;40.75;Não;Apartamento, 59.07 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707117414
 8787703054000 ;MG ;BETIM ;BETIM INDUSTRIAL ;RUA DIRCEU JOSE ALVARENGA, N. 326, Apto 404, BL 04 VAGA 76 ;140.223,93;232.000,00;39.56;Não;Apartamento, 129.70 de área total, 90.32 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 2 sala(s), 1 lavabo(s), cozinha, Terraco, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703054000
 8444431387975 ;MG ;BETIM ;RIACHO DE AREIA ;AVENIDA TAPAJOS, N. 2634, Apto 402, BL 09 VG 69 ;114.838,57;190.000,00;39.56;Não;Apartamento, 58.11 de área total, 42.46 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444431387975
 8787704231860 ;MG ;BETIM ;CAMPOS ELISEOS ;RUA TAILANDIA, N. 26, Apto 401, BL 01 ;114.234,15;189.000,00;39.56;Não;Apartamento, 64.87 de área total, 46.46 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704231860
 8787702200348 ;MG ;BETIM ;BETIM INDUSTRIAL ;RUA DIRCEU JOSE ALVARENGA, N. 326, Apto 403, BL 08 VG 174 ;171.445,26;280.000,00;38.77;Não;Apartamento, 140.04 de área total, 90.31 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702200348
 8444436674050 ;MG ;BETIM ;PARQUE IPIRANGA ;RUA PEDRO JOAO JOSE, N. 110, Apto 304, BL 13 ;117.677,16;171.900,00;31.55;Não;Apartamento, 49.10 de área total, 43.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444436674050
 8787704316971 ;MG ;BETIM ;DUQUE DE CAXIAS ;RUA DE BRASILIA, N. 863, Apto 201, BL 12, PAV 2 ;164.000,00;164.000,00;0.00;Não;Apartamento, 50.00 de área total, 43.21 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704316971
 8444436413230 ;MG ;BETIM ;VILA DAS FLORES ;RUA PAU BRASIL, N. 271, Apto 301, BL 03 ;170.000,00;170.000,00;0.00;Não;Apartamento, 47.52 de área total, 47.52 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444436413230
 8787702502107 ;MG ;BETIM ;VILA DAS FLORES ;RUA DOS IPES, N. 59, Apto 101, BL 15 VG 243 ;155.000,00;155.000,00;0.00;Não;Apartamento, 89.06 de área total, 43.63 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702502107
 8787711193545 ;MG ;BETIM ;PRESIDENTE KENNEDY ;RUA SAO ROQUE, N. 162, Apto 104, BL 1 VGS 66 67 ;163.000,00;163.000,00;0.00;Não;Apartamento, 124.72 de área total, 50.84 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711193545
 8555518691139 ;MG ;BETIM ;JARDIM DAS ALTEROSAS - 2A SECAO ;RUA CRISANTEMOS, N. 581, Apto 12, VG 12 ;145.686,95;145.686,95;0.00;Não;Apartamento, 89.45 de área total, 45.29 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555518691139
 8555537574886 ;MG ;BETIM ;JARDIM DAS ALTEROSAS - 2A SECAO ;RUA JOANA ESCOLASTICA ROSA, N. 534, Apto 804, BL B  VG 57 ;185.440,42;185.440,42;0.00;Não;Apartamento, 108.78 de área total, 47.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537574886
 8787714152980 ;MG ;BETIM ;MONTE VERDE ;AVENIDA PINGO DE OURO, N. 891, Apto 304, BL 02 SUBCOND RESIDENCIAL ALEMANHA  VG ;180.000,00;180.000,00;0.00;Não;Apartamento, 152.06 de área total, 50.91 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714152980
 8787716562050 ;MG ;BETIM ;MONTE VERDE ;AVENIDA PINGO DE OURO, N. 801, Apto 301, BL 03 VG 41 SUB COND 04 RES FRANÇA ;216.000,00;216.000,00;0.00;Não;Apartamento, 128.53 de área total, 50.91 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716562050
 8787720546218 ;MG ;BETIM ;NITEROI ;RUA JULIA CRUZ BAHIA, N. 150, Apto 302, BL 13 ;218.320,10;214.590,25;0.00;Não;Apartamento, 106.22 de área total, 44.52 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720546218
